id,intent,user_input,bot_response,timestamp,confidence_score,conversation_id
2044,greeting,hello!,Hey!,2024-12-09T03:33:04.628383,0.95,1639
2045,order_status,Where is my order #16042?,Order #16042 is currently in transit. Should arrive next week.,2024-12-16T23:12:21.628383,0.93,1639
2046,order_status,Where is my order #20402?,Your order #20402 is out for delivery. Estimated delivery: next week.,2024-11-27T08:41:11.628383,0.81,1639
2047,greeting,hello!,Hello! How may I help you?,2024-12-11T08:51:19.628383,0.98,1640
2048,order_status,Order #23378 status please,Your order #23378 is in transit. Estimated delivery: next week.,2024-12-05T08:59:56.628383,0.9,1640
2049,technical_support,Help with update,"I can help with update. Start by restart the device, followed by contact support.",2024-12-21T18:19:26.628383,0.86,1640
2050,payment_issue,Problem paying subscription,"For the payment issue with subscription, please try another payment method. Then clear browser cache.",2024-11-30T06:12:40.628383,0.89,1640
2051,greeting,sup,Hi there!,2024-12-05T23:56:37.628383,0.98,1641
2052,order_status,Track order #73372,I've checked order #73372. Status: in transit. Expected arrival: in 2 days.,2024-12-12T00:50:43.628383,0.82,1641
2053,product_inquiry,I'm looking for iPhone,"Yes, iPhone is in stock. The price is $168 and free shipping.",2024-11-26T11:21:44.628383,0.81,1641
2054,technical_support,Problem with update,"For update issues: First clear cache, then reset to defaults.",2024-12-10T07:01:41.628383,0.82,1641
2055,greeting,hi there,Hello there!,2024-12-14T23:39:54.628383,0.98,1642
2056,order_status,Order #54409 status please,Order #54409 is currently out for delivery. Should arrive by end of week.,2024-11-29T17:40:23.628383,0.84,1642
2057,greeting,hey there,Hello!,2024-12-05T02:16:30.628383,0.96,1643
2058,technical_support,Problem with login,"For login issues: First clear cache, then try safe mode.",2024-12-05T15:38:43.628383,0.86,1643
2059,greeting,hey,Hey there!,2024-12-20T05:45:25.628383,0.99,1644
2060,order_status,Can you check status of order #93357,Order #93357 is currently in transit. Should arrive next week.,2024-12-18T00:24:01.628383,0.94,1644
2061,product_inquiry,Price of mouse?,"Yes, mouse is in stock. The price is $999 and 20% discount.",2024-12-16T02:15:50.628383,0.94,1644
2062,greeting,hey there,Hey there!,2024-11-27T10:29:56.628383,0.97,1645
2063,technical_support,Issue with login,"For login issues: First check settings, then try safe mode.",2024-12-06T21:08:02.628383,0.92,1645
2064,product_inquiry,Tell me about camera,We have camera. It costs $795 and comes with 20% discount.,2024-12-16T08:25:23.628383,0.81,1645
2065,goodbye,peace,Bye bye!,2024-12-06T10:35:59.628383,0.96,1645
2066,greeting,heya,Hello! How may I help you?,2024-12-06T07:16:14.628383,0.96,1646
2067,order_status,Can you check status of order #23378,Order #23378 is currently in transit. Should arrive by end of week.,2024-12-18T19:41:35.628383,0.87,1646
2068,product_inquiry,Do you have camera in stock?,We have camera. It costs $486 and comes with 20% discount.,2024-12-18T11:17:36.628383,0.88,1646
2069,greeting,sup,Hi there!,2024-12-04T02:27:50.628383,0.96,1647
2070,payment_issue,Can't pay for order,"To resolve payment for order, try try another payment method. If needed, contact your bank.",2024-11-30T16:51:54.628383,0.84,1647
2071,order_status,Order #16042 status please,Order #16042 is currently in transit. Should arrive next week.,2024-12-03T14:22:17.628383,0.9,1647
2072,greeting,hi!,Hey there!,2024-11-29T06:01:13.628383,0.98,1648
2073,product_inquiry,Do you have iPhone in stock?,"Yes, iPhone is in stock. The price is $375 and gift wrapping.",2024-12-07T22:33:36.628383,0.84,1648
2074,order_status,I need update on order #10893,I've checked order #10893. Status: in transit. Expected arrival: next week.,2024-12-16T02:17:07.628383,0.86,1648
2075,goodbye,gotta go,"Thanks, bye!",2024-12-14T02:05:35.628383,0.97,1648
2076,greeting,hey there,Hello! How may I help you?,2024-12-21T04:18:54.628383,0.99,1649
2077,payment_issue,Issue paying order,"To resolve payment for order, try check card details. If needed, clear browser cache.",2024-12-03T19:22:06.628383,0.9,1649
2078,greeting,hii,Hi there!,2024-12-06T17:52:37.628383,0.98,1650
2079,product_inquiry,Tell me about mouse,"Yes, mouse is in stock. The price is $249 and 1-year warranty.",2024-11-25T09:24:36.628383,0.77,1650
2080,order_status,Can you check status of order #30388,Your order #30388 is processing. Estimated delivery: next week.,2024-11-30T22:13:16.628383,0.95,1650
2081,goodbye,catch you later,Bye for now!,2024-12-05T21:32:07.628383,0.94,1650
2082,payment_issue,Payment failed for purchase,"I'll help with your purchase payment. First try another payment method, then try again in 1 hour.",2024-12-13T22:39:27.628383,0.87,1650
2083,greeting,hii,Hello! What brings you here?,2024-12-10T17:21:19.628383,0.96,1651
2084,goodbye,catch you later,Have a great day!,2024-12-10T05:44:45.628383,0.96,1651
2085,payment_issue,Can't pay for service,"I'll help with your service payment. First check card details, then try again in 1 hour.",2024-12-09T21:07:55.628383,0.91,1651
2086,greeting,hiya,Hello there!,2024-12-16T04:36:53.628383,0.95,1652
2087,payment_issue,Can't pay for subscription,"To resolve payment for subscription, try verify billing address. If needed, clear browser cache.",2024-11-30T07:23:07.628383,0.82,1652
2088,technical_support,Issue with login,"For login issues: First restart the device, then try safe mode.",2024-12-18T06:23:52.628383,0.91,1652
2089,greeting,hello hello,Hello! How may I help you?,2024-12-11T06:06:06.628383,0.98,1653
2090,technical_support,How to fix app,"I can help with app. Start by restart the device, followed by contact support.",2024-12-09T20:52:35.628383,0.94,1653
2091,product_inquiry,Do you have headphones in stock?,headphones is available. Priced at $990 with 20% discount.,2024-12-10T12:58:30.628383,0.77,1653
2092,goodbye,bye,"Thanks, bye!",2024-11-30T09:57:50.628383,0.99,1653
2093,payment_issue,Payment failed for order,"For the payment issue with order, please verify billing address. Then try again in 1 hour.",2024-12-07T22:32:24.628383,0.9,1653
2094,greeting,heyy,Hi!,2024-12-03T18:48:24.628383,0.96,1654
2095,product_inquiry,Do you have headphones in stock?,"Yes, headphones is in stock. The price is $553 and gift wrapping.",2024-12-12T21:26:30.628383,0.75,1654
2096,greeting,heya,Hello! How may I help you?,2024-12-10T09:16:23.628383,0.98,1654
2097,goodbye,see ya,"Take care, bye!",2024-12-14T11:11:52.628383,0.98,1654
2098,greeting,howdy,Hi there! Need any help?,2024-11-23T10:13:47.628383,0.99,1655
2099,order_status,Where is my order #21119?,I've checked order #21119. Status: in transit. Expected arrival: in 2 days.,2024-12-14T18:22:46.628383,0.85,1655
2100,product_inquiry,Price of iPhone?,iPhone is available. Priced at $215 with 1-year warranty.,2024-12-20T02:41:37.628383,0.95,1655
2101,greeting,hii,Hello there!,2024-12-12T21:39:44.628383,0.97,1656
2102,technical_support,How to fix wifi,"For wifi issues: First restart the device, then reset to defaults.",2024-12-22T05:29:49.628383,0.94,1656
2103,payment_issue,Payment failed for service,"For the payment issue with service, please try another payment method. Then try again in 1 hour.",2024-11-29T04:52:05.628383,0.75,1656
2104,greeting,heyy,Hi! How can I help?,2024-12-12T19:12:12.628383,0.96,1657
2105,technical_support,Help with app,"For app issues: First update software, then try safe mode.",2024-11-22T18:00:00.628383,0.9,1657
2106,order_status,Can you check status of order #36494,Your order #36494 is processing. Estimated delivery: in 2 days.,2024-12-18T10:13:58.628383,0.86,1657
2107,greeting,hello,Hello there!,2024-12-05T18:12:54.628383,0.97,1658
2108,order_status,Where is my order #24746?,Your order #24746 is in transit. Estimated delivery: in 2 days.,2024-11-23T03:37:29.628383,0.91,1658
2109,product_inquiry,Tell me about headphones,headphones is available. Priced at $247 with 1-year warranty.,2024-12-16T06:32:57.628383,0.86,1658
2110,order_status,Where is my order #59413?,Order #59413 is currently out for delivery. Should arrive tomorrow.,2024-12-08T16:34:22.628383,0.95,1658
2111,greeting,sup,Hey!,2024-12-15T08:28:17.628383,0.97,1659
2112,technical_support,Issue with login,"For login issues: First check settings, then try safe mode.",2024-11-27T09:04:28.628383,0.76,1659
2113,order_status,Can you check status of order #10893,Your order #10893 is processing. Estimated delivery: by end of week.,2024-12-19T04:51:59.628383,0.92,1659
2114,greeting,hey there,Hi there! Need any help?,2024-12-18T02:21:41.628383,0.99,1659
2115,payment_issue,Problem paying subscription,"To resolve payment for subscription, try try another payment method. If needed, clear browser cache.",2024-12-07T23:13:13.628383,0.88,1659
2116,greeting,hii,Hey!,2024-12-07T15:32:37.628383,0.98,1660
2117,order_status,Can you check status of order #92827,Order #92827 is currently shipped. Should arrive next week.,2024-12-12T08:44:57.628383,0.92,1660
2118,payment_issue,Problem paying order,"For the payment issue with order, please verify billing address. Then try again in 1 hour.",2024-12-15T16:18:05.628383,0.91,1660
2119,goodbye,bye,Have a great day!,2024-12-21T11:16:43.628383,0.98,1660
2120,greeting,hello,Hey! How can I assist you?,2024-12-15T00:30:02.628383,0.98,1661
2121,order_status,Where is my order #45352?,I've checked order #45352. Status: in transit. Expected arrival: by end of week.,2024-12-10T11:28:49.628383,0.75,1661
2122,order_status,Can you check status of order #82430,I've checked order #82430. Status: processing. Expected arrival: in 2 days.,2024-12-20T10:35:46.628383,0.91,1661
2123,greeting,hi hi,Hello!,2024-12-06T15:54:32.628383,0.96,1662
2124,order_status,I need update on order #24509,I've checked order #24509. Status: processing. Expected arrival: in 2 days.,2024-11-26T08:15:35.628383,0.95,1662
2125,greeting,sup,Hello! How may I help you?,2024-12-19T18:24:51.628383,0.97,1662
2126,greeting,hiya,Hello! What brings you here?,2024-12-13T21:43:29.628383,0.96,1663
2127,payment_issue,Issue paying purchase,"For the payment issue with purchase, please try another payment method. Then try again in 1 hour.",2024-12-14T01:26:33.628383,0.92,1663
2128,product_inquiry,I'm looking for camera,camera is available. Priced at $780 with free shipping.,2024-12-01T20:12:10.628383,0.75,1663
2129,goodbye,catch you later,"Take care, bye!",2024-12-04T19:11:23.628383,0.91,1663
2130,greeting,hey,Hello! What brings you here?,2024-11-26T07:30:16.628383,0.95,1664
2131,technical_support,update not working,"To fix update, try: check settings. If that doesn't work, contact support.",2024-11-22T21:45:48.628383,0.86,1664
2132,greeting,hey hey,Hi!,2024-12-01T13:01:17.628383,0.97,1665
2133,order_status,I need update on order #54486,Order #54486 is currently shipped. Should arrive tomorrow.,2024-12-03T22:44:28.628383,0.9,1665
2134,payment_issue,Payment error order,"To resolve payment for order, try check card details. If needed, try again in 1 hour.",2024-12-12T17:50:36.628383,0.82,1665
2135,goodbye,bye!,Goodbye!,2024-11-28T23:32:12.628383,0.96,1665
2136,greeting,hey there,Hi!,2024-12-10T15:52:42.628383,0.97,1666
2137,technical_support,Issue with app,"For app issues: First check settings, then contact support.",2024-12-09T08:25:52.628383,0.76,1666
2138,product_inquiry,Price of headphones?,"Yes, headphones is in stock. The price is $508 and gift wrapping.",2024-12-03T03:20:35.628383,0.9,1666
2139,order_status,Track order #23834,Order #23834 is currently processing. Should arrive in 2 days.,2024-11-29T04:30:10.628383,0.91,1666
2140,greeting,hi hi,Hey! How can I assist you?,2024-11-30T16:19:17.628383,0.97,1667
2141,payment_issue,Issue paying service,"For the payment issue with service, please check card details. Then contact your bank.",2024-12-21T11:13:47.628383,0.94,1667
2142,goodbye,ttyl,Bye!,2024-12-03T01:06:47.628383,0.97,1667
2143,technical_support,How to fix login,"For login issues: First restart the device, then try safe mode.",2024-12-11T00:41:00.628383,0.88,1667
2144,greeting,morning,Hello!,2024-12-05T14:17:16.628383,0.97,1668
2145,payment_issue,Issue paying service,"I'll help with your service payment. First try another payment method, then clear browser cache.",2024-12-08T21:49:10.628383,0.75,1668
2146,greeting,hello,Hello! What brings you here?,2024-12-13T10:55:03.628383,0.96,1669
2147,payment_issue,Issue paying subscription,"For the payment issue with subscription, please try another payment method. Then try again in 1 hour.",2024-12-06T10:57:52.628383,0.81,1669
2148,technical_support,Issue with update,"I can help with update. Start by restart the device, followed by try safe mode.",2024-12-21T11:37:36.628383,0.89,1669
2149,greeting,heya,Hello! How may I help you?,2024-12-05T08:59:59.628383,0.98,1670
2150,order_status,Order #39230 status please,I've checked order #39230. Status: processing. Expected arrival: tomorrow.,2024-12-04T14:54:18.628383,0.81,1670
2151,greeting,hey there,Hello! What brings you here?,2024-12-11T19:19:23.628383,0.95,1670
2152,goodbye,ttyl,"Take care, bye!",2024-12-12T05:13:16.628383,0.98,1670
2153,goodbye,cya,Bye for now!,2024-12-02T00:22:31.628383,0.99,1670
2154,greeting,evening,Hey there!,2024-12-15T02:56:17.628383,0.96,1671
2155,order_status,Where is my order #75782?,I've checked order #75782. Status: in transit. Expected arrival: next week.,2024-12-08T12:14:17.628383,0.89,1671
2156,greeting,hi,Hello there!,2024-11-23T12:44:57.628383,0.97,1672
2157,order_status,Track order #52487,Order #52487 is currently shipped. Should arrive by end of week.,2024-12-13T09:15:16.628383,0.86,1672
2158,greeting,hey there,Hey! What's up?,2024-11-28T01:12:17.628383,0.98,1673
2159,technical_support,Problem with login,"To fix login, try: update software. If that doesn't work, reset to defaults.",2024-12-22T09:46:39.628383,0.82,1673
2160,product_inquiry,Do you have tablet in stock?,We have tablet. It costs $953 and comes with 20% discount.,2024-12-01T09:48:44.628383,0.76,1673
2161,greeting,hii,Hi! How can I help?,2024-12-05T05:00:13.628383,0.99,1674
2162,order_status,Order #48453 status please,Your order #48453 is processing. Estimated delivery: in 2 days.,2024-12-21T12:40:15.628383,0.91,1674
2163,product_inquiry,Tell me about speaker,We have speaker. It costs $886 and comes with 1-year warranty.,2024-12-22T10:41:08.628383,0.9,1674
2164,goodbye,ttyl,"Goodbye, take care!",2024-12-08T02:34:46.628383,0.96,1674
2165,greeting,greetings,Hello there!,2024-12-18T01:59:18.628383,0.98,1675
2166,technical_support,Problem with wifi,"For wifi issues: First clear cache, then try safe mode.",2024-12-22T04:23:09.628383,0.83,1675
2167,greeting,hii,Hello!,2024-12-13T07:19:01.628383,0.96,1676
2168,technical_support,Issue with bluetooth,"For bluetooth issues: First restart the device, then try safe mode.",2024-12-21T00:14:07.628383,0.91,1676
2169,greeting,greetings,Hello! What brings you here?,2024-12-13T21:03:58.628383,0.98,1677
2170,technical_support,update not working,"To fix update, try: clear cache. If that doesn't work, reset to defaults.",2024-12-21T07:42:15.628383,0.82,1677
